"1";"0";"0";"1640131200"
"2";"0";"0";"1640217600"
"3";"0";"0";"1640304000"
"4";"111223242557922854013";"1007680842916070788";"1640390400"
"5";"111223242557922854013";"1007683915391266652";"1640476800"
"6";"111227074619522121363";"1006618904077252411";"1640563200"
"7";"111227074619522121363";"1007327428208772909";"1640649600"
"8";"111227074619522121363";"1007414764565231086";"1640736000"
"9";"111227074619522121363";"1007498487278334759";"1640822400"
"10";"111227074619522121363";"1007584041527511688";"1640908800"
"11";"111227074619522121363";"1007665984504079535";"1640995200"
"12";"111227074619522121363";"1007748733223382209";"1641081600"
"13";"111227074619522121363";"1007829573249174415";"1641168000"
"14";"111227074619522121363";"1007863143307718348";"1641254400"
"15";"111227074619522121363";"1007994749691639101";"1641340800"
"16";"111227074619522121363";"1008076699936348813";"1641427200"
"17";"111227074619522121363";"1008086777346928661";"1641513600"
"18";"129928682310826650943";"1185683795276957599";"1642032000"
"19";"129928682310826650943";"1185703974933774261";"1642118400"
"20";"129928682310826650943";"1187868333531471928";"1642204800"
"21";"17875882981596177523699";"1187879528962278273";"1642291200"
"22";"486015261620978299864086";"1187893212201915186";"1642377600"
"23";"4723255828598101003316612";"1187942039142080373";"1642464000"
"24";"5555214251422131166274809";"1187967622210847602";"1642550400"
"25";"5555214251422131166274809";"1187974522444945957";"1642636800"
"26";"5555214251422131166274809";"1187988382348273456";"1642723200"
"27";"5555214251422131166274809";"1188867080308502102";"1642809600"
"28";"6792704005853243098384984";"1188881824673228733";"1642896000"
"29";"7295892343305368746448324";"1188898884289997650";"1642982400"
"30";"7422572099717653153448119";"1188910667701057391";"1643068800"
"31";"7765264228174688193041079";"1188923760868680122";"1643155200"
"32";"7765264228174688193041079";"1188975381299412827";"1643241600"
"33";"6856933037875878081420429";"1189028482688167439";"1643328000"
"34";"6856933037875878081420429";"1190688343179936040";"1643414400"
"35";"6856933037875878081420429";"1190694778721842619";"1643500800"
"36";"6856933037875878081420429";"1190694943550122674";"1643587200"
"37";"6856933037875878081420429";"1190731767010146665";"1643932800"
"38";"6856933037875878081420429";"1192146825170411496";"1644019200"
"39";"6856933037875878081420429";"1192147046561712085";"1644105600"
"40";"7144006967130196767003268";"1192164385176478543";"1644364800"
"41";"7144006967130196767003268";"1192164809737094406";"1644451200"
"42";"7185922293055875218162014";"1192171018204677059";"1644537600"
"43";"7185922293055875218162014";"1192171100996728457";"1644624000"
"44";"7185922293055875218162014";"1193183920840069186";"1644710400"
"45";"7185922293055875218162014";"1193240351963372695";"1644796800"
"46";"7185922293055875218162014";"1193298321086997231";"1645142400"
"47";"7185922293055875218162014";"1194649731210864025";"1645228800"
"48";"4945213641868435549633524";"1194655229563465089";"1645315200"
"49";"4945213641868435549633524";"1194662362896631370";"1645401600"
"50";"4945213641868435549633524";"1194669915037867345";"1645488000"
"51";"5046603268228883742947964";"1194694771491934110";"1645574400"
"52";"5046603268228883742947964";"1194700433702856280";"1645660800"
"53";"5046603268228883742947964";"1196337712631205323";"1645833600"
"54";"6939198277242980044088122";"1196352561572308662";"1646092800"
"55";"6939198277242980044088122";"1196380227087645120";"1646352000"
"56";"7106355293182672769094383";"1197491004403480577";"1646438400"
"57";"7106355293182672769094383";"1197495244659873461";"1646524800"
